user_id,xp_points,level,engagement_score,current_streak,longest_streak,days_inactive,badges_count,events_attended,challenges_completed,churn
1120,2123,7,76.45,0,1,5,7,0,1,0
1121,1304,4,80.56,7,7,2,2,1,5,0
1122,588,1,65.96,0,1,3,6,7,5,0
1123,2596,8,38.48,0,2,7,3,4,5,1
1124,786,2,19.37,0,7,45,1,0,0,1
1125,1252,4,28.06,0,6,20,5,3,3,1
1126,1429,4,7.96,0,10,30,1,1,0,1
1127,719,2,52.58,0,3,14,1,1,5,1
1128,1786,5,92.64,0,0,3,2,2,2,0
1129,1801,6,59.98,0,7,7,1,3,2,0
1130,62,1,97.47,11,11,0,6,7,2,0
1131,487,1,29.75,0,0,20,4,2,1,1
1132,2314,7,76.11,0,21,5,7,2,2,0
1133,2094,6,54.29,0,11,10,6,1,5,0
1134,1274,4,73.81,8,10,2,3,3,3,0
1135,1471,4,0.0,0,10,45,1,0,0,1
1136,375,1,83.85,4,20,1,7,5,2,1
1137,1660,5,80.12,1,1,2,5,2,5,0
1138,1379,4,3.91,0,15,60,0,0,1,1
1139,1037,3,48.63,0,16,10,1,4,4,0
1140,1707,5,67.69,0,7,5,5,3,5,0
1141,2396,7,26.2,0,7,20,3,1,4,1
1142,134,1,91.32,0,2,0,7,3,3,0
1143,1094,3,0.0,0,1,45,2,0,1,1
1144,1112,3,70.55,0,29,7,3,4,1,0
1145,917,3,83.91,12,12,0,7,6,3,0
1146,1130,3,0.0,0,1,60,0,1,0,1
1147,773,2,49.33,0,4,7,7,4,3,0
1148,1260,4,81.65,0,4,5,7,3,3,1
1149,1443,4,69.89,15,15,2,5,7,3,0
1150,790,2,13.14,0,24,20,6,0,0,1
1151,1773,5,78.33,0,1,5,4,2,3,0
1152,2566,8,21.41,0,4,45,1,0,0,1
1153,1228,4,53.53,0,2,7,2,3,1,0
1154,1790,5,80.43,0,0,5,4,6,2,0
1155,1420,4,49.82,0,6,14,0,3,0,1
1156,621,2,50.08,0,14,14,2,5,3,1
1157,1348,4,31.61,0,4,20,6,1,1,0
1158,1056,3,31.78,0,8,20,1,3,4,1
1159,2830,9,21.29,0,11,20,1,1,3,1
1160,2411,8,62.53,0,21,3,1,8,2,0
1161,1538,5,83.92,0,1,3,5,8,1,0
1162,1508,5,32.17,0,26,10,4,6,1,1
1163,2199,7,14.69,0,35,60,0,0,0,1
1164,1282,4,3.34,0,18,30,1,0,0,1
1165,2239,7,90.03,0,34,2,5,2,3,0
1166,3266,10,2.87,0,4,30,1,2,1,1
1167,1066,3,47.85,0,23,3,6,6,5,0
1168,1275,4,24.99,0,5,60,0,1,0,1
1169,1323,4,70.93,10,10,0,6,7,3,0
1170,2635,8,82.82,16,16,1,6,5,5,0
1171,1877,6,83.47,0,1,3,2,4,4,0
1172,1505,5,33.87,0,3,14,3,6,4,1
1173,1239,4,99.25,19,25,1,3,3,2,0
1174,3405,10,12.27,0,5,30,2,5,0,1
1175,1882,6,87.27,0,34,3,5,3,2,0
1176,0,1,85.85,0,9,3,6,5,1,1
1177,1349,4,76.66,0,16,3,7,6,2,0
1178,1284,4,77.53,5,28,2,7,3,5,0
1179,1119,3,74.02,3,3,2,3,2,1,0
1180,1961,6,62.2,0,29,10,6,9,2,0
1181,2499,8,0.55,0,34,45,0,0,0,1
1182,780,2,60.57,19,19,2,3,5,5,1
1183,1741,5,64.24,0,1,5,6,3,0,0
1184,1003,3,63.07,0,0,3,6,5,3,0
1185,2012,6,70.29,5,6,1,10,4,5,0
1186,2682,8,90.66,0,0,3,4,1,1,0
1187,1420,4,48.14,0,24,10,5,5,1,1
1188,1472,4,23.05,0,10,20,2,2,0,1
1189,1005,3,79.57,6,15,1,0,3,3,0
1190,2387,7,3.9,0,35,30,3,2,0,1
1191,1681,5,66.6,0,13,1,10,4,1,0
1192,1117,3,35.38,0,1,10,5,3,2,1
1193,809,2,75.07,2,2,0,1,4,5,1
1194,1696,5,65.55,0,1,10,2,2,4,0
1195,2340,7,1.71,0,1,60,1,0,1,1
1196,796,2,53.65,0,4,10,5,3,0,0
1197,1166,3,6.1,0,2,60,1,0,0,1
1198,1570,5,54.7,0,7,3,7,5,2,0
1199,2265,7,67.39,1,5,1,6,4,3,0
1200,1877,6,67.14,0,14,7,3,6,3,0
