project_category,project_budget_usd,project_deadline_days,fl_experience_level,fl_hourly_rate,fl_n_projects,fl_completion_rate,fl_on_time_rate,fl_avg_rating,fl_dispute_rate,fl_repeat_client_rate,fl_available_in_days,fl_hours_per_week,fl_avg_response_hours,fl_portfolio_score,budget_match_score,deadline_feasible,category_match,exp_level_num,success,project_category_enc
marketing,2000,30,junior,9.03,19,0.71,0.667,2.63,0.181,0.74,1,30,0.1,3.0,0.181,1,0,1,0,3
writing,2000,30,junior,16.76,26,0.846,0.68,4.09,0.175,0.594,3,10,15.6,1.9,0.335,1,1,1,0,4
data,500,30,senior,30.32,61,0.833,0.834,4.98,0.154,0.855,3,10,2.5,6.6,-0.426,1,1,3,1,0
writing,2000,30,expert,110.14,65,0.91,0.934,4.98,0.018,0.949,0,20,11.7,7.8,-0.203,1,0,4,0,4
dev,2000,60,junior,15.25,2,0.643,0.593,3.35,0.197,0.783,1,20,0.1,2.2,0.305,1,1,1,1,2
writing,500,90,junior,8.0,5,0.653,0.597,2.29,0.176,0.595,14,30,2.1,2.0,0.64,1,1,1,0,4
design,10000,60,senior,79.18,57,0.924,0.934,4.18,0.094,0.944,0,30,2.0,6.6,0.317,1,1,3,1,1
writing,2000,60,senior,81.96,71,0.988,0.667,4.51,0.068,0.729,14,30,3.1,6.7,0.361,1,1,3,1,4
data,2000,7,junior,16.76,1,0.537,0.492,3.17,0.175,0.489,14,30,12.2,0.5,0.335,0,1,1,0,0
marketing,1000,7,senior,93.74,21,0.95,0.689,4.22,0.099,0.856,3,30,2.8,6.9,-1.0,1,1,3,1,3
marketing,2000,60,junior,18.43,12,0.734,0.566,2.95,0.195,0.662,3,20,2.9,2.1,0.369,1,0,1,1,3
data,1000,30,senior,41.21,32,0.794,0.96,4.7,0.138,0.736,0,30,8.6,5.9,0.352,1,1,3,1,0
data,10000,14,senior,44.58,139,0.866,0.964,4.12,0.06,0.782,3,30,21.9,5.6,0.178,1,0,3,1,0
marketing,2000,60,senior,76.45,22,0.855,0.967,4.72,0.012,0.68,0,30,2.4,6.9,0.471,1,1,3,1,3
writing,1000,14,junior,18.77,18,0.573,0.642,3.05,0.174,0.518,30,30,3.2,2.5,0.751,0,0,1,1,4
writing,500,14,mid,23.55,1,0.769,0.767,4.48,0.132,0.724,3,20,1.6,3.3,0.116,1,1,2,1,4
design,5000,60,expert,126.84,85,0.988,0.891,4.95,0.125,0.91,0,20,3.8,9.0,0.985,1,1,4,1,1
writing,5000,30,junior,13.3,21,0.514,0.556,3.55,0.187,0.433,14,10,6.8,0.8,0.106,1,1,1,1,4
data,1000,30,senior,31.26,58,0.882,0.862,4.72,0.078,0.785,3,20,2.7,6.1,0.75,1,1,3,1,0
dev,2000,14,mid,43.67,54,0.621,0.54,3.58,0.207,0.639,0,40,4.5,4.1,0.873,1,1,2,1,2
writing,2000,7,senior,51.22,66,0.877,0.845,4.41,0.106,0.621,3,30,4.9,5.3,0.976,1,1,3,1,4
design,2000,30,senior,98.51,2,0.681,0.763,4.49,0.048,0.725,3,10,7.1,5.5,0.03,1,1,3,1,1
design,500,30,expert,104.45,60,0.945,0.793,4.57,0.054,0.923,3,40,0.4,8.2,-1.0,1,1,4,1,1
design,1000,60,senior,46.14,108,0.959,0.944,4.03,0.126,0.613,3,20,0.5,7.5,0.154,1,1,3,1,1
marketing,5000,30,senior,93.43,63,0.952,0.759,4.37,0.158,0.755,3,30,3.8,5.0,0.747,1,1,3,1,3
writing,1000,14,mid,34.49,28,0.778,0.791,4.09,0.157,0.759,14,40,1.9,3.8,0.62,0,1,2,1,4
marketing,2000,14,mid,29.66,49,0.711,0.843,3.79,0.127,0.753,1,30,13.3,3.5,0.593,1,1,2,0,3
marketing,2000,7,senior,48.24,28,0.806,0.954,4.54,0.046,0.844,7,10,11.2,5.9,0.965,0,1,3,1,3
dev,1000,14,senior,83.65,61,0.863,0.823,4.79,0.077,0.846,3,10,1.8,5.1,-1.0,1,1,3,1,2
dev,5000,60,junior,19.98,6,0.7,0.564,3.93,0.244,0.717,0,40,0.7,1.1,0.16,1,1,1,1,2
design,5000,30,mid,29.79,35,0.753,0.804,4.16,0.151,0.681,3,40,17.5,3.8,0.238,1,0,2,0,1
dev,500,90,senior,74.2,1,0.932,0.794,4.76,0.074,0.757,7,10,5.0,4.4,-1.0,1,1,3,1,2
dev,500,30,mid,20.08,10,0.893,0.75,4.0,0.129,0.617,7,20,2.2,3.5,0.394,1,1,2,1,2
dev,5000,14,mid,30.57,139,0.962,0.771,3.73,0.206,0.8,14,10,2.0,5.8,0.245,0,1,2,1,2
data,1000,14,junior,14.75,1,0.6,0.55,3.42,0.188,0.427,0,30,2.9,0.9,0.59,1,1,1,0,0
design,500,14,mid,36.29,7,0.785,0.555,4.03,0.119,0.851,14,40,17.5,4.5,-0.903,0,1,2,1,1
writing,2000,30,mid,31.7,7,0.81,0.736,3.72,0.195,0.479,0,20,1.8,4.3,0.634,1,1,2,1,4
dev,500,30,mid,25.4,15,0.783,0.775,4.07,0.169,0.765,7,30,6.6,4.2,-0.032,1,1,2,1,2
marketing,20000,30,junior,13.81,12,0.726,0.607,3.71,0.203,0.542,0,40,0.3,1.5,0.028,1,1,1,1,3
dev,1000,30,mid,8.16,40,0.791,0.639,4.02,0.131,0.391,7,10,3.4,2.8,0.326,1,0,2,1,2
marketing,1000,30,mid,46.87,157,0.882,0.809,4.22,0.158,0.584,0,40,0.9,4.3,0.125,1,1,2,1,3
data,5000,60,senior,52.32,41,0.922,0.723,4.28,0.082,0.761,0,10,19.8,6.5,0.419,1,0,3,0,0
marketing,1000,60,mid,38.72,25,0.808,0.643,3.82,0.13,0.494,0,10,17.0,4.8,0.451,1,1,2,1,3
marketing,2000,30,expert,132.56,11,0.935,1.0,4.68,0.085,0.786,1,20,4.2,7.7,-0.651,1,1,4,1,3
design,2000,90,senior,58.69,39,0.884,0.769,3.94,0.102,0.702,14,10,10.4,4.6,0.826,1,1,3,0,1
design,2000,60,mid,28.05,10,0.899,0.708,4.02,0.182,0.726,1,30,9.8,4.5,0.561,1,1,2,1,1
dev,1000,14,mid,32.55,11,0.824,0.86,3.96,0.133,0.731,7,20,3.1,3.8,0.698,0,1,2,1,2
writing,2000,14,mid,18.82,41,0.83,0.746,4.29,0.088,0.66,0,20,10.7,4.8,0.376,1,1,2,1,4
marketing,10000,30,expert,78.23,105,0.979,0.728,4.65,0.03,0.661,7,10,0.5,9.0,0.313,1,1,4,1,3
data,500,14,expert,96.65,60,0.868,0.839,4.46,0.012,0.889,0,40,2.7,6.6,-1.0,1,0,4,1,0
data,20000,90,mid,35.92,23,0.639,0.935,3.96,0.108,0.616,0,20,8.1,4.8,0.072,1,0,2,1,0
data,20000,60,senior,41.21,32,0.794,0.96,4.7,0.138,0.736,0,30,8.6,5.9,0.082,1,1,3,0,0
writing,500,7,junior,20.37,42,0.59,0.567,3.38,0.227,0.525,0,30,3.6,0.8,0.37,1,1,1,1,4
design,1000,7,mid,36.81,36,0.783,0.743,4.61,0.176,0.557,3,30,1.0,4.9,0.528,1,1,2,1,1
dev,1000,30,expert,97.34,4,0.94,0.899,3.98,0.039,0.793,1,10,0.8,7.3,-1.0,1,1,4,0,2
data,500,60,expert,135.23,200,0.923,0.811,4.62,0.009,0.688,3,20,14.4,9.3,-1.0,1,1,4,1,0
marketing,20000,7,junior,19.68,2,0.605,0.488,3.58,0.266,0.512,0,20,3.2,1.3,0.039,1,1,1,1,3
design,1000,30,expert,78.23,105,0.979,0.728,4.65,0.03,0.661,7,10,0.5,9.0,-1.0,1,0,4,1,1
writing,2000,60,mid,23.55,1,0.769,0.767,4.48,0.132,0.724,3,20,1.6,3.3,0.471,1,1,2,1,4
design,500,14,junior,12.1,18,0.522,0.535,3.09,0.251,0.377,14,10,12.6,0.8,0.968,0,0,1,0,1
marketing,10000,30,mid,30.31,10,0.735,0.736,3.79,0.18,0.845,0,10,1.4,4.9,0.121,1,1,2,1,3
dev,500,90,mid,26.91,76,0.682,0.8,5.0,0.147,0.719,3,10,6.9,4.1,-0.153,1,1,2,1,2
design,5000,30,mid,21.7,116,0.775,0.774,4.26,0.079,0.579,3,30,0.4,5.4,0.174,1,1,2,1,1
marketing,2000,30,expert,122.24,152,0.998,1.0,4.88,0.045,0.816,1,40,1.2,6.1,-0.445,1,0,4,1,3
data,500,60,junior,9.25,36,0.612,0.517,2.98,0.159,0.542,1,40,0.3,0.3,0.74,1,1,1,1,0
writing,2000,14,senior,70.69,109,0.865,0.848,4.43,0.12,0.752,0,30,12.6,5.9,0.586,1,1,3,1,4
marketing,20000,30,expert,116.92,3,0.85,0.709,4.91,0.01,0.928,7,30,6.4,8.4,0.234,1,0,4,1,3
dev,2000,90,mid,54.51,18,0.873,0.876,3.97,0.158,0.806,0,10,0.3,5.1,0.91,1,1,2,1,2
design,5000,7,junior,13.46,12,0.509,0.67,3.57,0.236,0.535,0,20,10.6,2.2,0.108,1,1,1,0,1
writing,2000,90,senior,57.06,6,0.959,0.992,4.17,0.095,0.758,0,30,0.4,5.0,0.859,1,0,3,0,4
writing,5000,60,junior,9.32,17,0.691,0.567,2.95,0.19,0.695,3,30,11.1,3.2,0.075,1,0,1,0,4
dev,500,90,junior,11.17,9,0.607,0.622,3.56,0.22,0.536,0,20,5.0,1.6,0.894,1,1,1,1,2
data,2000,14,expert,121.18,138,1.0,0.905,4.68,0.062,0.85,3,10,4.5,8.2,-0.424,1,1,4,1,0
design,5000,60,expert,106.57,17,0.858,0.98,4.77,0.052,0.949,0,20,0.4,7.9,0.853,1,1,4,1,1
writing,5000,30,mid,21.7,116,0.775,0.774,4.26,0.079,0.579,3,30,0.4,5.4,0.174,1,0,2,0,4
data,500,14,mid,25.41,7,0.779,0.754,3.56,0.157,0.645,0,20,13.3,3.6,-0.033,1,0,2,1,0
data,5000,30,junior,19.88,12,0.667,0.439,2.97,0.146,0.604,0,10,3.6,2.3,0.159,1,1,1,1,0
marketing,500,90,junior,9.19,1,0.793,0.532,2.63,0.19,0.568,3,30,3.4,2.6,0.735,1,1,1,0,3
marketing,2000,30,expert,96.51,46,0.907,1.0,4.51,0.12,1.0,0,20,2.0,7.5,0.07,1,1,4,1,3
dev,2000,30,senior,74.2,1,0.932,0.794,4.76,0.074,0.757,7,10,5.0,4.4,0.516,1,1,3,0,2
marketing,10000,14,mid,30.31,10,0.735,0.736,3.79,0.18,0.845,0,10,1.4,4.9,0.121,1,1,2,0,3
design,5000,7,senior,46.14,108,0.959,0.944,4.03,0.126,0.613,3,20,0.5,7.5,0.369,1,1,3,0,1
marketing,10000,30,mid,42.65,24,0.798,0.674,3.68,0.171,0.797,14,20,4.8,3.7,0.171,1,1,2,0,3
marketing,2000,30,expert,69.76,55,1.0,0.767,4.27,0.06,0.748,14,40,2.6,8.9,0.605,1,1,4,1,3
writing,2000,30,junior,22.31,9,0.628,0.694,3.45,0.201,0.569,0,20,9.8,1.4,0.446,1,1,1,1,4
data,5000,14,expert,44.21,62,0.977,0.836,4.09,0.058,0.681,7,20,7.8,9.3,0.354,0,1,4,1,0
data,1000,14,senior,85.63,8,0.896,0.806,4.37,0.124,0.579,14,30,2.0,6.0,-1.0,0,1,3,1,0
dev,2000,14,senior,42.1,4,0.806,0.884,4.86,0.11,0.861,3,40,5.3,6.8,0.842,1,0,3,1,2
marketing,2000,90,junior,19.44,65,0.602,0.666,3.65,0.174,0.554,30,30,6.1,2.8,0.389,1,1,1,1,3
data,500,60,senior,54.59,9,0.767,0.951,4.46,0.17,0.819,0,30,0.8,6.5,-1.0,1,1,3,1,0
writing,500,90,senior,57.83,52,0.836,0.848,4.83,0.123,0.669,7,20,2.8,5.7,-1.0,1,1,3,0,4
dev,2000,60,mid,28.79,17,0.904,0.568,3.24,0.211,0.886,1,10,4.1,3.9,0.576,1,1,2,1,2
data,2000,60,expert,152.21,186,0.873,0.853,5.0,0.106,0.931,7,20,1.1,6.5,-1.0,1,1,4,1,0
marketing,20000,90,junior,9.27,14,0.775,0.429,3.19,0.175,0.733,1,10,22.3,2.6,0.019,1,1,1,1,3
design,1000,14,mid,34.12,8,0.829,0.619,3.83,0.174,0.739,14,30,12.2,2.8,0.635,0,1,2,0,1
marketing,500,60,mid,32.06,78,0.768,0.729,3.59,0.116,0.752,30,20,1.8,3.7,-0.565,0,1,2,1,3
dev,5000,30,junior,21.0,6,0.627,0.668,2.69,0.179,0.556,0,30,3.8,2.0,0.168,1,1,1,0,2
data,5000,30,junior,21.69,13,0.716,0.478,3.33,0.141,0.417,30,30,16.8,2.2,0.174,0,1,1,1,0
design,5000,60,junior,10.5,59,0.587,0.614,3.48,0.222,0.65,3,30,4.3,2.4,0.084,1,1,1,0,1
design,1000,7,mid,28.05,10,0.899,0.708,4.02,0.182,0.726,1,30,9.8,4.5,0.878,1,1,2,1,1
data,500,30,mid,44.59,9,0.864,0.831,4.0,0.136,0.763,0,20,11.2,5.2,-1.0,1,1,2,1,0
dev,1000,30,senior,45.25,10,0.739,0.894,4.01,0.094,0.855,0,20,3.6,5.0,0.19,1,1,3,1,2
dev,1000,30,senior,45.73,5,0.93,0.836,4.44,0.085,0.737,7,20,1.7,5.2,0.171,1,1,3,1,2
marketing,1000,14,junior,19.23,10,0.619,0.566,2.71,0.222,0.53,7,30,26.7,1.3,0.769,0,1,1,1,3
design,500,30,junior,18.9,5,0.73,0.628,3.32,0.192,0.512,7,20,5.9,1.9,0.488,1,1,1,1,1
design,2000,30,junior,8.66,17,0.749,0.696,3.13,0.226,0.75,3,30,1.4,0.9,0.173,1,1,1,0,1
writing,20000,90,mid,50.07,20,0.821,0.665,4.08,0.16,0.686,0,20,9.2,3.6,0.1,1,1,2,1,4
marketing,20000,7,mid,37.64,56,0.873,0.692,3.53,0.121,0.416,3,20,1.6,4.9,0.075,1,1,2,0,3
design,500,14,junior,10.5,59,0.587,0.614,3.48,0.222,0.65,3,30,4.3,2.4,0.84,1,1,1,1,1
dev,500,90,junior,27.53,29,0.648,0.422,3.15,0.21,0.601,30,20,4.8,2.3,-0.202,1,1,1,0,2
data,2000,14,senior,46.14,108,0.959,0.944,4.03,0.126,0.613,3,20,0.5,7.5,0.923,1,0,3,1,0
design,500,30,mid,26.22,27,0.759,0.875,4.65,0.166,0.74,14,30,20.6,4.0,-0.098,1,1,2,1,1
design,500,30,mid,51.16,70,0.906,0.566,3.68,0.158,0.51,1,20,0.6,3.1,-1.0,1,0,2,1,1
writing,500,30,senior,85.95,8,0.636,0.724,4.18,0.152,0.808,0,30,7.3,4.4,-1.0,1,1,3,1,4
design,2000,14,mid,34.12,8,0.829,0.619,3.83,0.174,0.739,14,30,12.2,2.8,0.682,0,1,2,1,1
writing,2000,30,senior,70.69,109,0.865,0.848,4.43,0.12,0.752,0,30,12.6,5.9,0.586,1,1,3,0,4
dev,5000,60,expert,84.61,41,0.969,0.998,4.42,0.017,0.833,7,20,1.8,8.0,0.677,1,1,4,1,2
design,2000,30,mid,28.05,10,0.899,0.708,4.02,0.182,0.726,1,30,9.8,4.5,0.561,1,1,2,1,1
marketing,1000,60,senior,76.45,22,0.855,0.967,4.72,0.012,0.68,0,30,2.4,6.9,-1.0,1,1,3,0,3
writing,500,60,mid,46.87,157,0.882,0.809,4.22,0.158,0.584,0,40,0.9,4.3,-1.0,1,0,2,1,4
dev,2000,30,expert,127.78,6,1.0,0.975,4.5,0.037,0.801,1,20,15.6,8.0,-0.556,1,1,4,1,2
writing,1000,30,mid,38.36,38,0.84,0.584,4.26,0.19,0.642,1,20,0.1,3.4,0.466,1,1,2,1,4
marketing,500,14,senior,93.43,63,0.952,0.759,4.37,0.158,0.755,3,30,3.8,5.0,-1.0,1,1,3,1,3
design,1000,30,expert,106.57,17,0.858,0.98,4.77,0.052,0.949,0,20,0.4,7.9,-1.0,1,1,4,1,1
marketing,5000,30,senior,80.08,21,0.951,0.876,3.97,0.06,0.778,3,40,8.3,6.3,0.641,1,0,3,1,3
marketing,2000,30,junior,19.45,3,0.627,0.555,3.46,0.147,0.714,0,10,4.1,1.0,0.389,1,1,1,1,3
design,1000,60,junior,10.52,67,0.624,0.506,2.99,0.218,0.545,0,10,9.9,1.2,0.421,1,1,1,1,1
data,2000,14,junior,14.81,40,0.699,0.609,3.17,0.188,0.574,1,10,6.2,0.6,0.296,1,1,1,1,0
marketing,20000,60,senior,55.62,69,0.684,0.837,4.56,0.104,0.613,1,30,0.8,6.1,0.111,1,1,3,1,3
marketing,5000,30,junior,8.0,24,0.562,0.664,3.14,0.231,0.471,0,10,5.3,1.5,0.064,1,0,1,1,3
data,2000,60,junior,20.37,42,0.59,0.567,3.38,0.227,0.525,0,30,3.6,0.8,0.407,1,0,1,1,0
dev,20000,7,junior,16.85,59,0.747,0.525,3.13,0.174,0.551,30,10,8.4,0.0,0.034,0,1,1,1,2
data,2000,60,senior,85.63,8,0.896,0.806,4.37,0.124,0.579,14,30,2.0,6.0,0.287,1,1,3,1,0
data,5000,60,senior,30.32,61,0.833,0.834,4.98,0.154,0.855,3,10,2.5,6.6,0.243,1,1,3,1,0
dev,5000,14,mid,41.62,25,0.703,0.848,3.68,0.093,0.579,0,40,1.8,4.4,0.333,1,1,2,1,2
dev,2000,60,senior,28.15,12,0.87,0.747,4.1,0.158,0.824,1,40,15.4,4.3,0.563,1,1,3,1,2
data,500,7,junior,24.73,17,0.746,0.448,3.03,0.211,0.707,3,20,1.9,1.9,0.022,1,1,1,1,0
data,1000,14,senior,65.16,21,0.749,0.842,4.53,0.104,0.747,3,10,0.0,5.0,-0.606,1,0,3,0,0
marketing,1000,60,senior,77.28,99,0.868,0.872,4.52,0.152,0.797,3,40,4.1,5.6,-1.0,1,1,3,1,3
marketing,10000,90,senior,68.52,22,0.993,0.874,4.14,0.15,0.889,0,40,0.4,4.8,0.274,1,1,3,1,3
marketing,10000,14,expert,132.56,11,0.935,1.0,4.68,0.085,0.786,1,20,4.2,7.7,0.53,1,1,4,1,3
writing,1000,14,expert,107.25,200,0.954,0.853,4.46,0.086,0.828,3,30,0.9,8.9,-1.0,1,1,4,1,4
marketing,10000,60,mid,24.93,33,0.672,0.761,3.83,0.165,0.651,0,30,14.3,4.7,0.1,1,1,2,1,3
data,1000,14,mid,36.35,5,0.716,0.705,3.54,0.213,0.611,0,20,15.7,4.7,0.546,1,1,2,1,0
design,2000,7,senior,68.73,85,0.885,0.839,4.48,0.081,0.748,7,30,0.3,6.4,0.625,0,1,3,1,1
data,500,14,mid,54.04,164,0.753,0.633,4.29,0.147,0.569,3,20,0.2,4.4,-1.0,1,1,2,1,0
writing,10000,7,mid,54.51,18,0.873,0.876,3.97,0.158,0.806,0,10,0.3,5.1,0.218,1,0,2,0,4
dev,5000,30,mid,22.01,53,0.807,0.717,3.86,0.204,0.72,0,10,9.7,3.4,0.176,1,1,2,0,2
dev,500,30,mid,36.03,21,0.76,0.762,3.99,0.188,0.494,1,40,2.2,4.1,-0.882,1,1,2,0,2
writing,2000,30,expert,69.5,200,0.902,0.851,4.38,0.015,0.831,0,20,2.4,8.3,0.61,1,0,4,1,4
design,1000,14,senior,93.34,14,0.867,0.747,5.0,0.08,0.897,3,20,1.2,7.6,-1.0,1,1,3,1,1
marketing,1000,30,mid,16.92,3,0.844,0.666,3.67,0.206,0.595,0,10,4.4,4.4,0.677,1,1,2,1,3
data,5000,30,mid,32.59,23,0.801,0.803,3.58,0.133,0.615,14,30,3.7,3.7,0.261,1,1,2,1,0
design,1000,60,mid,41.12,114,0.809,0.87,3.1,0.187,0.428,3,30,6.7,4.0,0.355,1,1,2,1,1
design,10000,90,mid,41.12,114,0.809,0.87,3.1,0.187,0.428,3,30,6.7,4.0,0.164,1,1,2,1,1
data,5000,30,junior,17.87,1,0.602,0.676,3.69,0.223,0.478,1,20,15.9,4.4,0.143,1,0,1,0,0
data,5000,90,expert,152.55,161,0.894,0.889,4.43,0.041,0.936,1,30,2.5,9.2,0.78,1,1,4,1,0
dev,500,60,mid,25.71,12,0.805,0.531,3.93,0.149,0.698,14,40,10.8,2.7,-0.057,1,1,2,1,2
marketing,1000,7,expert,76.88,13,0.809,0.871,5.0,0.113,0.928,3,30,1.0,7.7,-1.0,1,1,4,1,3
marketing,2000,30,senior,44.58,139,0.866,0.964,4.12,0.06,0.782,3,30,21.9,5.6,0.892,1,1,3,1,3
data,10000,30,junior,13.64,0,0.0,0.0,0.0,0.0,0.0,0,40,1.7,3.0,0.055,1,1,1,0,0
data,2000,60,junior,8.0,4,0.634,0.56,3.66,0.259,0.645,0,20,0.9,4.2,0.16,1,1,1,1,0
marketing,1000,30,mid,29.66,49,0.711,0.843,3.79,0.127,0.753,1,30,13.3,3.5,0.814,1,1,2,1,3
writing,500,14,mid,23.55,1,0.769,0.767,4.48,0.132,0.724,3,20,1.6,3.3,0.116,1,1,2,0,4
marketing,20000,14,junior,17.87,1,0.602,0.676,3.69,0.223,0.478,1,20,15.9,4.4,0.036,1,1,1,1,3
design,1000,90,junior,10.02,11,0.675,0.712,2.92,0.218,0.541,3,10,0.8,2.5,0.401,1,1,1,0,1
marketing,1000,14,mid,49.36,2,0.643,0.652,3.65,0.151,0.646,3,20,1.9,3.1,0.026,1,1,2,0,3
writing,5000,60,mid,26.42,105,0.737,0.739,3.26,0.168,0.767,0,10,21.9,3.3,0.211,1,1,2,1,4
writing,2000,60,mid,8.16,40,0.791,0.639,4.02,0.131,0.391,7,10,3.4,2.8,0.163,1,1,2,0,4
data,2000,30,senior,27.63,15,1.0,0.777,3.63,0.151,0.873,0,20,14.0,5.5,0.553,1,1,3,1,0
design,2000,7,expert,96.13,13,0.889,0.816,4.78,0.013,0.926,0,40,0.1,7.6,0.077,1,0,4,1,1
data,2000,14,mid,38.56,7,0.794,0.853,4.14,0.124,0.929,1,40,10.6,4.3,0.771,1,1,2,0,0
writing,2000,90,mid,33.19,43,0.791,0.63,4.01,0.146,0.758,0,30,13.1,2.9,0.664,1,0,2,0,4
writing,500,30,senior,57.83,52,0.836,0.848,4.83,0.123,0.669,7,20,2.8,5.7,-1.0,1,1,3,1,4
data,500,30,junior,14.81,40,0.699,0.609,3.17,0.188,0.574,1,10,6.2,0.6,0.815,1,1,1,0,0
design,10000,30,junior,13.46,12,0.509,0.67,3.57,0.236,0.535,0,20,10.6,2.2,0.054,1,1,1,0,1
marketing,500,7,junior,13.92,25,0.62,0.623,3.35,0.249,0.449,0,20,13.6,2.3,0.886,1,1,1,0,3
writing,20000,90,senior,71.45,38,0.852,0.973,4.08,0.065,0.779,0,40,3.3,5.2,0.143,1,0,3,1,4
marketing,20000,60,senior,91.75,135,0.894,0.76,4.27,0.088,0.634,7,40,0.0,3.3,0.184,1,1,3,1,3
writing,20000,30,junior,10.64,20,0.854,0.641,3.48,0.235,0.504,14,30,4.9,0.9,0.021,1,0,1,1,4
dev,2000,7,junior,8.0,11,0.706,0.857,3.45,0.14,0.514,0,30,0.7,2.1,0.16,1,0,1,1,2
data,2000,60,mid,35.75,11,0.917,0.817,3.74,0.221,0.895,30,20,3.9,4.6,0.715,0,0,2,1,0
marketing,2000,30,mid,33.99,89,0.879,0.729,3.74,0.189,0.631,7,20,4.5,2.6,0.68,1,0,2,1,3
data,2000,90,mid,28.93,6,0.821,0.51,4.05,0.173,0.547,0,40,0.1,3.7,0.579,1,1,2,0,0
marketing,2000,30,senior,69.1,27,0.767,0.659,4.55,0.074,0.889,14,10,7.6,4.3,0.618,1,0,3,0,3
dev,500,60,junior,11.79,3,0.624,0.808,3.4,0.213,0.653,0,10,1.9,2.2,0.943,1,1,1,1,2
writing,2000,30,mid,37.17,91,0.667,0.79,3.07,0.149,0.618,1,40,0.6,2.7,0.743,1,0,2,0,4
marketing,5000,30,expert,76.88,13,0.809,0.871,5.0,0.113,0.928,3,30,1.0,7.7,0.615,1,1,4,1,3
design,1000,30,senior,79.18,57,0.924,0.934,4.18,0.094,0.944,0,30,2.0,6.6,-1.0,1,1,3,1,1
data,1000,7,senior,117.35,27,0.889,0.746,4.56,0.114,0.832,0,20,12.4,5.0,-1.0,1,1,3,1,0
dev,20000,90,junior,9.03,19,0.71,0.667,2.63,0.181,0.74,1,30,0.1,3.0,0.018,1,1,1,1,2
writing,1000,7,senior,35.11,25,0.902,0.931,4.53,0.11,0.939,1,20,12.7,7.3,0.596,1,0,3,1,4
design,500,60,mid,15.29,175,0.858,0.655,3.35,0.14,0.62,14,40,11.8,5.1,0.777,1,1,2,1,1
dev,5000,30,senior,53.0,200,0.786,0.907,4.68,0.147,0.828,1,40,7.7,5.6,0.424,1,0,3,1,2
dev,2000,60,mid,27.57,3,0.832,0.85,3.68,0.112,0.753,30,20,27.8,2.2,0.551,0,1,2,0,2
writing,5000,7,mid,50.07,20,0.821,0.665,4.08,0.16,0.686,0,20,9.2,3.6,0.401,1,1,2,0,4
dev,500,14,expert,110.14,65,0.91,0.934,4.98,0.018,0.949,0,20,11.7,7.8,-1.0,1,0,4,1,2
marketing,500,30,junior,17.35,7,0.64,0.534,3.16,0.172,0.662,7,20,4.0,1.4,0.612,1,1,1,1,3
dev,500,30,mid,26.42,105,0.737,0.739,3.26,0.168,0.767,0,10,21.9,3.3,-0.114,1,0,2,0,2
marketing,1000,60,senior,93.74,21,0.95,0.689,4.22,0.099,0.856,3,30,2.8,6.9,-1.0,1,1,3,1,3
dev,2000,30,mid,38.36,40,0.796,0.722,3.93,0.136,0.732,0,20,4.1,3.2,0.767,1,1,2,1,2
marketing,10000,60,expert,69.5,200,0.902,0.851,4.38,0.015,0.831,0,20,2.4,8.3,0.278,1,1,4,1,3
data,2000,60,senior,49.19,174,0.909,0.865,4.21,0.106,0.769,7,30,1.5,8.1,0.984,1,0,3,1,0
marketing,1000,14,junior,14.83,5,0.559,0.514,2.67,0.226,0.457,3,40,8.5,0.8,0.593,1,1,1,1,3
design,2000,30,mid,26.38,173,0.715,0.812,3.99,0.151,0.582,0,20,1.6,5.3,0.528,1,1,2,1,1
dev,2000,90,expert,97.34,4,0.94,0.899,3.98,0.039,0.793,1,10,0.8,7.3,0.053,1,1,4,1,2
dev,500,30,senior,77.72,103,0.776,0.852,4.6,0.099,0.853,0,20,6.2,6.6,-1.0,1,1,3,1,2
marketing,500,30,expert,88.37,67,0.974,1.0,4.81,0.069,0.94,0,10,1.0,8.1,-1.0,1,0,4,1,3
writing,500,60,expert,78.05,200,1.0,0.913,4.72,0.0,0.849,0,30,0.8,8.3,-1.0,1,1,4,1,4
data,2000,60,senior,57.97,71,0.75,0.847,4.1,0.151,0.862,1,20,2.4,5.7,0.841,1,0,3,0,0
writing,10000,30,junior,20.38,2,0.705,0.414,3.35,0.21,0.473,0,20,5.8,2.1,0.082,1,1,1,1,4
dev,5000,14,senior,82.33,33,0.841,0.838,5.0,0.058,0.942,7,20,3.7,7.3,0.659,0,1,3,1,2
writing,1000,14,mid,17.47,36,0.632,0.742,3.9,0.143,0.779,0,30,17.0,3.1,0.699,1,1,2,0,4
writing,2000,60,mid,8.16,40,0.791,0.639,4.02,0.131,0.391,7,10,3.4,2.8,0.163,1,1,2,1,4
design,1000,7,mid,38.29,4,0.779,0.796,4.85,0.152,0.557,0,20,9.8,2.3,0.468,1,0,2,0,1
marketing,10000,60,junior,17.35,7,0.64,0.534,3.16,0.172,0.662,7,20,4.0,1.4,0.069,1,1,1,1,3
data,2000,14,junior,18.9,5,0.73,0.628,3.32,0.192,0.512,7,20,5.9,1.9,0.378,0,0,1,1,0
dev,20000,7,senior,75.08,6,0.835,0.808,4.07,0.128,0.786,7,40,11.0,7.0,0.15,0,1,3,1,2
writing,1000,60,senior,85.95,8,0.636,0.724,4.18,0.152,0.808,0,30,7.3,4.4,-1.0,1,1,3,1,4
